ATM ID,Category,Description,Title,_id
PROC-9175817,Crop production and management and protection,The adaption of pulses (chickpea and lentil) across the northern grains region. ,The adaption of pulses (chickpea and lentil) across the northern grains region.,6162aa1fe1b7f5c73e6fe89c
PROC-9175819,Crop production and management and protection,The National Pest Information Service will use available monitoring data to accurately identify pest problems and provide timely and independent management options.,National Pest Information Service,6162aa1fe1b7f5c73e6fe89d
NGTF-SB-2018-03,Military science and research,A Joint Effort - Integrating Advanced Materials onto Military Platforms,Next Generation Technologies Fund - Small Business Innovation Research for Defence - Call for Applications - Nov 2018,6162aa1fe1b7f5c73e6fe89e
FIN/001/19,Management advisory services,"A Panel is being established for the provision of Governance and Executive Search Services. Entities are invited to submit tenders demonstrating their capability to provide services in either or both categories.  The Panel will be accessible to all Commonwealth departments, Commonwealth entities and wholly owned Commonwealth companies, for example Government Business Enterprises.",Governance and Executive Search Services Panel,6162aa1fe1b7f5c73e6fe89f
ASD_RFT_8759,Management advisory services,Documenting the history of the Australian Signals Directorate.,Documenting the History of ASD,6162aa1fe1b7f5c73e6fe8a0
PROC-9175818,Crop production and management and protection,"Regional communication for growers and advisers to understand the status, risks and management of fungicide resistance in the grains industry","Regional communication for growers and advisers to understand the status, risks and management of fungicide resistance i",6162aa1fe1b7f5c73e6fe8a1
PROC-9175824,Crop production and management and protection,The GRDC is seeking applications for Survey of Vertebrate and Invertebrate Pests and Beneficials Harbouring in Harvest Weed-Seed Control Systems.,Survey of Vertebrate and Invertebrate Pests and Beneficials Harbouring in Harvest Weed-Seed Control Systems.,6162aa1fe1b7f5c73e6fe8a2
PROC-9175825,Crop production and management and protection,The GRDC is seeking applications for Survey of the summer/autumn Brassica refuges for diamondback moth in the Western Region to predict early season risk of infestation.,Survey of the summer/autumn Brassica refuges for diamondback moth in the Western Region to predict early season risk of,6162aa1fe1b7f5c73e6fe8a3
PROC-9175813,Crop production and management and protection,"Development and validation of agronomic practices to realise the genetic potential of grain crops grown under a high yield potential, irrigated environment in the northern and southern regions.",Development and validation of agronomic practices to realise the genetic potential of grain crops grown under a high yie,6162aa1fe1b7f5c73e6fe8a4
PROC-9175814,Crop production and management and protection,Facilitated action learning groups to support profitable irrigated farming systems in the northern and southern regions.,Facilitated action learning groups to support profitable irrigated farming systems in the northern and southern regions.,6162aa1fe1b7f5c73e6fe8a5
PROC-9175815,Crop production and management and protection,Increasing yield potential of irrigated crops in the northern and southern regions through novel amelioration techniques that improve soil structure.,Increasing yield potential of irrigated crops in the northern and southern regions through novel amelioration techniques,6162aa1fe1b7f5c73e6fe8a6
PROC-9175816,Crop production and management and protection,Optimising farm scale returns from irrigated grains: maximising $ return per megalitre of water,Optimising farm scale returns from irrigated grains: maximising $ return per megalitre of water,6162aa1fe1b7f5c73e6fe8a7
PROC-9175820,Crop production and management and protection,The GRDC is seeking applications for Non-wetting management options for growers in the Albany port zone,Non-wetting management options for growers in the Albany port zone,6162aa1fe1b7f5c73e6fe8a8
RFT PRN EMP19/123,Management advisory services,This procurement is for the development of an implementation plan for Jobs and Education Data Infrastructure project.,Request for Tender in relation to Business and Data Advisory Services,6162aa1fe1b7f5c73e6fe8a9
PROC-9175823,Crop production and management and protection,"The GRDC Farm Business Update series improves the farm management skills of Australian grain growers by providing growers, advisors and agribusiness access to the latest and best farm business management concepts and practices.  GRDC has separate procurements open for each GRDC region (North, South, West), we welcome tenderers to apply for more than one region.",GRDC Farm Business Updates - Southern region,6162aa1fe1b7f5c73e6fe8aa
PROC-9175821,Crop production and management and protection,"The GRDC Farm Business Update series improves the farm management skills of Australian grain growers by providing growers, advisors and agribusiness access to the latest and best farm business management concepts and practices.  GRDC has separate procurements open for each GRDC region (North, South, West), we welcome tenderers to apply for more than one region.",GRDC Farm Business Updates - Western region,6162aa1fe1b7f5c73e6fe8ab
PROC-9175828,Crop production and management and protection,GRDC Research Update Series – Northern Region,GRDC Research Update Series – Northern Region,6162aa1fe1b7f5c73e6fe8ac
PROC-9175827,Crop production and management and protection,GRDC Research Update Series – Southern Region,GRDC Research Update Series – Southern Region,6162aa1fe1b7f5c73e6fe8ad
PROC-9175829,Crop production and management and protection,GRDC Research Update Series – Western Region,GRDC Research Update Series – Western Region,6162aa1fe1b7f5c73e6fe8ae
PROC-9175822,Crop production and management and protection,"The GRDC Farm Business Update series improves the farm management skills of Australian grain growers by providing growers, advisors and agribusiness access to the latest and best farm business management concepts and practices.  GRDC has separate procurements open for each GRDC region (North, South, West), we welcome tenderers to apply for more than one region.",GRDC Farm Business Updates - Northern region,6162aa1fe1b7f5c73e6fe8af
